Sentence	ACCURACY MENTION?	comments	Normalized Ann1	Normalized Ann2	Consistent?	Decision		
These observations confirmed in terms of HPV infections a scientific hypothesis formulated almost 30 years ago that male sexual behaviour is a central determinant of the incidence of cervical cancer [7].	Y		Y	Y	TRUE	Y		
Since the evaluation in this paper is related to our previous research results, we firstly present the results of hypothesis testing that were published in [5] and [6].					TRUE			
we simulate a cloud drop size decrease in moving from cloud to clear; if this change in intercept was found in observations, it would tend to support the homogeneous mixing hypothesis .	Y		Y		FALSE	 		
However, both theoretical and experimental community ecology and functional equivalence hypothesis between multiple species predict that identical environmental conditions can select for taxonomically different communities [6], [7].					TRUE			
The first hypothesis is that overweight/obesity, sedentary activity, and unhealthy dietary habits are highly prevalent among Arab adolescents, especially among adolescents from the Arabian Gulf countries.					TRUE			
The chi-squared goodness-of-fit test rejected a hypothesis on equality of frequencies of WHR levels (x2 = 8.45, df = 2, p = .015).	Y		Y	Y	TRUE	Y		
This hypothesis is supported by the observation of Woolliscroft et al. that the bottom quartile of medical students, according to objective evaluations, rate themselves higher than others [ 15 ].	Y		Y	Y	TRUE	Y		
A second hypothesis maintains that MIB may be a kind of perceptual rivalry [11] between the motion background and the target, perhaps arising because of attentional mechanisms [1].					TRUE			
This is in line with the hypothesis that the alteration of natriuretic peptide in obese subjects may not be a consequence of increased body weight or excess adiposity, but PLOS ONE | www.plosone.org	Y		Y	Y	TRUE	Y		
The goals of this study were to compare the clinical, laboratory and nutritional characteristics of surviving and non-surviving AKI patients who were evaluated in a Brazilian teaching hospital and to generate a hypothesis					TRUE			
It would also dismiss the hypothesis of differences in axial resistance limiting the rate of water flow across cereal and legumes, in agreement with Steudle''s hypothesis (2000a&b).	Y		Y		FALSE	 		
To test this specific hypothesis , a mediation analysis of variables correlated with intention and its determinants identified in previous analyses was performed using a bootstrapping procedure for multiple mediator models [43].					TRUE	Y	testing	
our hypothesis that the SAGE GM-1111, but not HA, would be topically effective in a pharmaceutically acceptable emollient to treat the cathelicidin peptide-mediated elements of inflammation associated with rosacea.					TRUE			
Thus, in the published STR dataset [15] it is difficult to find strong evidence for the hypothesis that Mali elephants may belong to a different species than Cameroon savanna elephants.	Y		Y	Y	TRUE	Y		
One way to understand our results is by conceiving of verbal labels as providing modulatory feedback to the visual system (The Label Feedback Hypothesis ) [8,47].					TRUE			
Two patterns were regarded as representations of the same assembly if their original SI was larger than the 99th percentile of the null hypothesis distribution (i.e., p = 0.01).					TRUE			
The main difference between the hypothesis generation function in RELPH and ELPH is that instead of opponent''s observations being stored, it is RELPH''s choices that are stored in the prediction-set.					TRUE			
Transactivation of CSF1 by p53 Does not Require NF-kB In order to assess a possible mechanism for increased P72 binding, we next sought to test the hypothesis that NF-kB might 2					TRUE	Y	testing	
The hypothesis of common Ym is rejected since the variance ratio of 161 is considerably greater than the critical value F(2,6,5%) = 5.14.	Y		Y	Y	TRUE	Y		
Contrary to our hypothesis , there was no significant main effect of exercise on salivary α-amylase (F = 0.023, P = 0.881, Table 3).	Y		Y	Y	TRUE	Y		
At present, there are many hypotheses related to this mechanism, among which, "the foregut hypothesis" and "hindgut hypothesis " have received significant attention [16].					TRUE			
These trackways add significantly to previous osteology-based hypotheses of locomotion and behavior in Tyrannosauridae by providing ichnologic support for gregariousness in tyrannosaurids, and the first record of the walking gait of tyrannosaurids.				Y	FALSE	Y		
Here, we tested the hypothesis that sympathetic ganglion neurons in adult mice possess the ability to mobilize Ca2+ from internal stores in response to membrane depolarization, independent of Ca2+ influx.					TRUE	Y	testing	
NEMO resolves the primitive equations, with the spheric-earth approximation, the thin-shell approximation, the turbulent closure hypothesis, the Boussinesq hypothesis , the hydrostatic hypothesis and the incompressibility hypothesis.					TRUE			
The ''Reinforcement Learning and Adaptation of Cognitive Control at Retrieval''- hypothesis proposes that striatal activity is related to the evaluation of the employed retrieval strategies [4].					TRUE			
To test this hypothesis , we isolated CD4+ T cells from transgenic mice expressing the DO11.10 T cell receptor specific for ovalbumin (amino acids 323–339).					TRUE	Y	testing	
A particularly intriguing and controversial role is that played by Darwin''s naturalization hypothesis (DNH), which states that naturalization success depends on the phylogenetic relatedness between the PLOS ONE | www.plosone.org					TRUE			
However, evidence for variations in reporting rates between Québec and the U.S. were limited, and we found little support for the hypothesis of a lower reporting rate in Québec than in the U.S.	Y		Y	Y	TRUE	Y		
This hypothesis seemed particularly relevant considering the burst of early transposon transcription that occurs during early stages of development from E3.5–E7.5 [10–12,30].					TRUE			
We further suppose that we can bin these N hypotheses into K distinct groups, where each group contains ng hypotheses , g = 1, . . . , K.					TRUE			
